0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:10 +0700] "GET /ChronoLuxWeb/admin/products?page=1 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/login HTTP/1.1" 200 5869
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/web/img/ChronoLuxIcon.svg HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/web/img/Logo.svg HTTP/1.1" 200 12932
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/css/style.css HTTP/1.1" 200 231509
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/js/jquery.min.js HTTP/1.1" 200 88145
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/js/popper.js HTTP/1.1" 200 21007
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/js/bootstrap.min.js HTTP/1.1" 200 58078
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/js/main.js HTTP/1.1" 200 51
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:12 +0700] "GET /ChronoLuxWeb/template/login/img/bg-6.jpg HTTP/1.1" 200 1931126
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:13 +0700] "GET /favicon.ico HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:16 +0700] "GET /ChronoLuxWeb/home HTTP/1.1" 200 41878
0:0:0:0:0:0:0:1 - - [05/Mar/2025:00:00:16 +0700] "GET /ChronoLuxWeb/template/web/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2941
